visitor_id,visitor_type,step,timestamp,event_type,ride_name,queue_position,wait_time,details
P012,adventurer,64,2025-10-11T03:27:07.986341,boarded_ride,Ride1,,3,"{""ride_name"": ""Ride1""}"
P012,adventurer,99,2025-10-11T03:27:08.272450,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P012,adventurer,122,2025-10-11T03:27:08.469206,departed,,,,"{""total_rides"": 4}"
P014,impatient,30,2025-10-11T03:27:07.225795,joined_queue,Ride2,2,,"{""ride_name"": ""Ride2"", ""queue_position"": 2}"
P014,impatient,33,2025-10-11T03:27:07.285943,boarded_ride,Ride2,,3,"{""ride_name"": ""Ride2""}"
P014,impatient,76,2025-10-11T03:27:08.116674,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P014,impatient,165,2025-10-11T03:27:08.824150,departed,,,,"{""total_rides"": 2}"
P015,explorer,23,2025-10-11T03:27:07.178685,joined_queue,Ride1,4,,"{""ride_name"": ""Ride1"", ""queue_position"": 4}"
P015,explorer,33,2025-10-11T03:27:07.285967,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 33, ""ride_id"": ""Ride1"", ""queue_len"": 10, ""patience_at_leave"": 5}"
P015,explorer,63,2025-10-11T03:27:07.972087,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P015,explorer,99,2025-10-11T03:27:08.272965,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P015,explorer,105,2025-10-11T03:27:08.340282,joined_queue,Ride1,4,,"{""ride_name"": ""Ride1"", ""queue_position"": 4}"
P015,explorer,115,2025-10-11T03:27:08.411097,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 115, ""ride_id"": ""Ride1"", ""queue_len"": 6, ""patience_at_leave"": 5}"
P015,explorer,116,2025-10-11T03:27:08.414864,joined_queue,Ride1,7,,"{""ride_name"": ""Ride1"", ""queue_position"": 7}"
P015,explorer,122,2025-10-11T03:27:08.469653,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 122, ""ride_id"": ""Ride1"", ""queue_len"": 8, ""patience_at_leave"": 4}"
P015,explorer,145,2025-10-11T03:27:08.757729,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P015,explorer,181,2025-10-11T03:27:08.835743,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P016,adventurer,23,2025-10-11T03:27:07.178694,joined_queue,Ride1,6,,"{""ride_name"": ""Ride1"", ""queue_position"": 6}"
P016,adventurer,39,2025-10-11T03:27:07.426517,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 39, ""ride_id"": ""Ride1"", ""queue_len"": 8, ""patience_at_leave"": 9}"
P016,adventurer,40,2025-10-11T03:27:07.443374,joined_queue,Ride1,9,,"{""ride_name"": ""Ride1"", ""queue_position"": 9}"
P016,adventurer,45,2025-10-11T03:27:07.537691,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 45, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 9}"
P016,adventurer,46,2025-10-11T03:27:07.553938,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P016,adventurer,47,2025-10-11T03:27:07.571701,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 47, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 13}"
P016,adventurer,64,2025-10-11T03:27:07.986348,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P016,adventurer,99,2025-10-11T03:27:08.273209,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P016,adventurer,106,2025-10-11T03:27:08.349655,joined_queue,Ride1,6,,"{""ride_name"": ""Ride1"", ""queue_position"": 6}"
P016,adventurer,124,2025-10-11T03:27:08.495169,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 124, ""ride_id"": ""Ride1"", ""queue_len"": 7, ""patience_at_leave"": 7}"
P016,adventurer,125,2025-10-11T03:27:08.503796,joined_queue,Ride1,8,,"{""ride_name"": ""Ride1"", ""queue_position"": 8}"
P016,adventurer,130,2025-10-11T03:27:08.547082,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 130, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 7}"
P016,adventurer,131,2025-10-11T03:27:08.557834,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P016,adventurer,132,2025-10-11T03:27:08.573526,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 132, ""ride_id"": ""Ride1"", ""queue_len"": 10, ""patience_at_leave"": 11}"
P016,adventurer,137,2025-10-11T03:27:08.649915,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P016,adventurer,141,2025-10-11T03:27:08.708450,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 141, ""ride_id"": ""Ride1"", ""queue_len"": 10, ""patience_at_leave"": 12}"
P016,adventurer,146,2025-10-11T03:27:08.767803,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P016,adventurer,181,2025-10-11T03:27:08.835848,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P016,adventurer,187,2025-10-11T03:27:08.841632,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P018,impatient,154,2025-10-11T03:27:08.801749,departed,,,,"{""total_rides"": 0}"
P019,explorer,104,2025-10-11T03:27:08.325150,departed,,,,"{""total_rides"": 0}"
P020,adventurer,24,2025-10-11T03:27:07.182414,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P020,adventurer,35,2025-10-11T03:27:07.327583,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 35, ""ride_id"": ""Ride1"", ""queue_len"": 8, ""patience_at_leave"": 14}"
P020,adventurer,64,2025-10-11T03:27:07.986600,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P020,adventurer,99,2025-10-11T03:27:08.273422,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P021,family,88,2025-10-11T03:27:08.200147,joined_queue,Ride2,3,,"{""ride_name"": ""Ride2"", ""queue_position"": 3}"
P021,family,101,2025-10-11T03:27:08.291737,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 101, ""ride_id"": ""Ride2"", ""queue_len"": 5, ""patience_at_leave"": 5}"
P021,family,102,2025-10-11T03:27:08.305462,joined_queue,Ride2,6,,"{""ride_name"": ""Ride2"", ""queue_position"": 6}"
P021,family,107,2025-10-11T03:27:08.355818,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 107, ""ride_id"": ""Ride2"", ""queue_len"": 6, ""patience_at_leave"": 5}"
P021,family,108,2025-10-11T03:27:08.365014,joined_queue,Ride2,7,,"{""ride_name"": ""Ride2"", ""queue_position"": 7}"
P021,family,110,2025-10-11T03:27:08.378524,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 110, ""ride_id"": ""Ride2"", ""queue_len"": 7, ""patience_at_leave"": 8}"
P021,family,111,2025-10-11T03:27:08.385882,joined_queue,Ride2,8,,"{""ride_name"": ""Ride2"", ""queue_position"": 8}"
P021,family,116,2025-10-11T03:27:08.415039,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 116, ""ride_id"": ""Ride2"", ""queue_len"": 8, ""patience_at_leave"": 8}"
P021,family,138,2025-10-11T03:27:08.671523,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P021,family,180,2025-10-11T03:27:08.835062,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P021,family,191,2025-10-11T03:27:08.847451,joined_queue,Ride2,2,,"{""ride_name"": ""Ride2"", ""queue_position"": 2}"
P022,impatient,48,2025-10-11T03:27:07.602323,departed,,,,"{""total_rides"": 0}"
P024,adventurer,20,2025-10-11T03:27:07.154563,joined_queue,Ride1,9,,"{""ride_name"": ""Ride1"", ""queue_position"": 9}"
P024,adventurer,23,2025-10-11T03:27:07.178804,boarded_ride,Ride1,,3,"{""ride_name"": ""Ride1""}"
P024,adventurer,58,2025-10-11T03:27:07.858769,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P024,adventurer,64,2025-10-11T03:27:07.987684,joined_queue,Ride1,4,,"{""ride_name"": ""Ride1"", ""queue_position"": 4}"
P024,adventurer,82,2025-10-11T03:27:08.159633,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 82, ""ride_id"": ""Ride1"", ""queue_len"": 6, ""patience_at_leave"": 7}"
P024,adventurer,83,2025-10-11T03:27:08.169415,joined_queue,Ride1,7,,"{""ride_name"": ""Ride1"", ""queue_position"": 7}"
P024,adventurer,88,2025-10-11T03:27:08.200164,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 88, ""ride_id"": ""Ride1"", ""queue_len"": 8, ""patience_at_leave"": 7}"
P024,adventurer,89,2025-10-11T03:27:08.207106,joined_queue,Ride1,9,,"{""ride_name"": ""Ride1"", ""queue_position"": 9}"
P024,adventurer,90,2025-10-11T03:27:08.212294,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 90, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 11}"
P024,adventurer,91,2025-10-11T03:27:08.216544,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P024,adventurer,98,2025-10-11T03:27:08.268940,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 98, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 9}"
P024,adventurer,105,2025-10-11T03:27:08.344120,boarded_ride,Ride1,,3,"{""ride_name"": ""Ride1""}"
P024,adventurer,175,2025-10-11T03:27:08.831221,departed,,,,"{""total_rides"": 6}"
P026,impatient,65,2025-10-11T03:27:08.006851,departed,,,,"{""total_rides"": 0}"
P027,explorer,44,2025-10-11T03:27:07.523086,joined_queue,Ride2,4,,"{""ride_name"": ""Ride2"", ""queue_position"": 4}"
P027,explorer,54,2025-10-11T03:27:07.756824,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 54, ""ride_id"": ""Ride2"", ""queue_len"": 8, ""patience_at_leave"": 6}"
P027,explorer,85,2025-10-11T03:27:08.181339,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P027,explorer,128,2025-10-11T03:27:08.534323,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P028,adventurer,113,2025-10-11T03:27:08.400276,departed,,,,"{""total_rides"": 0}"
P029,family,56,2025-10-11T03:27:07.809102,joined_queue,Ride2,8,,"{""ride_name"": ""Ride2"", ""queue_position"": 8}"
P029,family,64,2025-10-11T03:27:07.988879,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 64, ""ride_id"": ""Ride2"", ""queue_len"": 8, ""patience_at_leave"": 10}"
P029,family,87,2025-10-11T03:27:08.195425,joined_queue,Ride2,8,,"{""ride_name"": ""Ride2"", ""queue_position"": 8}"
P029,family,88,2025-10-11T03:27:08.200172,boarded_ride,Ride2,,7,"{""ride_name"": ""Ride2""}"
P029,family,130,2025-10-11T03:27:08.552692,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P029,family,133,2025-10-11T03:27:08.597722,boarded_ride,Ride2,,7,"{""ride_name"": ""Ride2""}"
P029,family,176,2025-10-11T03:27:08.831895,joined_queue,Ride2,2,,"{""ride_name"": ""Ride2"", ""queue_position"": 2}"
P029,family,183,2025-10-11T03:27:08.838146,boarded_ride,Ride2,,7,"{""ride_name"": ""Ride2""}"
P030,impatient,173,2025-10-11T03:27:08.829902,departed,,,,"{""total_rides"": 0}"
P031,explorer,96,2025-10-11T03:27:08.257366,departed,,,,"{""total_rides"": 0}"
P032,adventurer,159,2025-10-11T03:27:08.814385,departed,,,,"{""total_rides"": 0}"
P033,family,198,2025-10-11T03:27:08.852191,departed,,,,"{""total_rides"": 0}"
P034,impatient,17,2025-10-11T03:27:07.122964,joined_queue,Ride1,2,,"{""ride_name"": ""Ride1"", ""queue_position"": 2}"
P034,impatient,20,2025-10-11T03:27:07.155149,boarded_ride,Ride1,,3,"{""ride_name"": ""Ride1""}"
P034,impatient,56,2025-10-11T03:27:07.813241,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P035,explorer,82,2025-10-11T03:27:08.160948,departed,,,,"{""total_rides"": 0}"
P037,family,109,2025-10-11T03:27:08.376503,departed,,,,"{""total_rides"": 0}"
P038,impatient,38,2025-10-11T03:27:07.417153,departed,,,,"{""total_rides"": 0}"
P039,explorer,56,2025-10-11T03:27:07.813356,departed,,,,"{""total_rides"": 0}"
P040,adventurer,160,2025-10-11T03:27:08.817021,departed,,,,"{""total_rides"": 0}"
P041,family,57,2025-10-11T03:27:07.844225,departed,,,,"{""total_rides"": 0}"
P042,impatient,35,2025-10-11T03:27:07.336412,joined_queue,Ride2,2,,"{""ride_name"": ""Ride2"", ""queue_position"": 2}"
P042,impatient,37,2025-10-11T03:27:07.390057,boarded_ride,Ride2,,2,"{""ride_name"": ""Ride2""}"
P042,impatient,80,2025-10-11T03:27:08.151828,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P042,impatient,156,2025-10-11T03:27:08.809807,departed,,,,"{""total_rides"": 2}"
P043,explorer,162,2025-10-11T03:27:08.820982,departed,,,,"{""total_rides"": 0}"
P044,adventurer,19,2025-10-11T03:27:07.146473,joined_queue,Ride1,8,,"{""ride_name"": ""Ride1"", ""queue_position"": 8}"
P044,adventurer,23,2025-10-11T03:27:07.179663,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P044,adventurer,58,2025-10-11T03:27:07.866289,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P044,adventurer,64,2025-10-11T03:27:07.991877,joined_queue,Ride1,6,,"{""ride_name"": ""Ride1"", ""queue_position"": 6}"
P044,adventurer,75,2025-10-11T03:27:08.114081,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 75, ""ride_id"": ""Ride1"", ""queue_len"": 6, ""patience_at_leave"": 14}"
P044,adventurer,76,2025-10-11T03:27:08.119596,joined_queue,Ride1,7,,"{""ride_name"": ""Ride1"", ""queue_position"": 7}"
P044,adventurer,86,2025-10-11T03:27:08.191509,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 86, ""ride_id"": ""Ride1"", ""queue_len"": 7, ""patience_at_leave"": 9}"
P044,adventurer,87,2025-10-11T03:27:08.197825,joined_queue,Ride1,8,,"{""ride_name"": ""Ride1"", ""queue_position"": 8}"
P044,adventurer,94,2025-10-11T03:27:08.241953,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 94, ""ride_id"": ""Ride1"", ""queue_len"": 10, ""patience_at_leave"": 7}"
P044,adventurer,98,2025-10-11T03:27:08.270793,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P044,adventurer,104,2025-10-11T03:27:08.338993,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P044,adventurer,140,2025-10-11T03:27:08.695339,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P044,adventurer,168,2025-10-11T03:27:08.826994,departed,,,,"{""total_rides"": 7}"
P045,family,120,2025-10-11T03:27:08.465013,departed,,,,"{""total_rides"": 0}"
P046,impatient,85,2025-10-11T03:27:08.184052,departed,,,,"{""total_rides"": 0}"
P048,adventurer,35,2025-10-11T03:27:07.337429,joined_queue,Ride1,9,,"{""ride_name"": ""Ride1"", ""queue_position"": 9}"
P048,adventurer,46,2025-10-11T03:27:07.564321,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 46, ""ride_id"": ""Ride1"", ""queue_len"": 10, ""patience_at_leave"": 14}"
P048,adventurer,47,2025-10-11T03:27:07.582901,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P048,adventurer,52,2025-10-11T03:27:07.695477,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 52, ""ride_id"": ""Ride1"", ""queue_len"": 10, ""patience_at_leave"": 14}"
P048,adventurer,64,2025-10-11T03:27:07.992081,boarded_ride,Ride1,,1,"{""ride_name"": ""Ride1""}"
P048,adventurer,99,2025-10-11T03:27:08.282442,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P048,adventurer,104,2025-10-11T03:27:08.339061,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P048,adventurer,105,2025-10-11T03:27:08.348841,boarded_ride,Ride1,,1,"{""ride_name"": ""Ride1""}"
P048,adventurer,140,2025-10-11T03:27:08.698170,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P048,adventurer,146,2025-10-11T03:27:08.777301,joined_queue,Ride1,2,,"{""ride_name"": ""Ride1"", ""queue_position"": 2}"
P048,adventurer,167,2025-10-11T03:27:08.826029,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 167, ""ride_id"": ""Ride1"", ""queue_len"": 2, ""patience_at_leave"": 4}"
P048,adventurer,168,2025-10-11T03:27:08.827134,joined_queue,Ride1,5,,"{""ride_name"": ""Ride1"", ""queue_position"": 5}"
P048,adventurer,173,2025-10-11T03:27:08.830011,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 173, ""ride_id"": ""Ride1"", ""queue_len"": 5, ""patience_at_leave"": 4}"
P048,adventurer,174,2025-10-11T03:27:08.830686,joined_queue,Ride1,6,,"{""ride_name"": ""Ride1"", ""queue_position"": 6}"
P048,adventurer,175,2025-10-11T03:27:08.831249,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 175, ""ride_id"": ""Ride1"", ""queue_len"": 6, ""patience_at_leave"": 8}"
P048,adventurer,176,2025-10-11T03:27:08.832068,joined_queue,Ride1,7,,"{""ride_name"": ""Ride1"", ""queue_position"": 7}"
P048,adventurer,180,2025-10-11T03:27:08.835325,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 180, ""ride_id"": ""Ride1"", ""queue_len"": 7, ""patience_at_leave"": 9}"
P048,adventurer,186,2025-10-11T03:27:08.841040,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P048,adventurer,187,2025-10-11T03:27:08.842349,boarded_ride,Ride1,,1,"{""ride_name"": ""Ride1""}"
P050,impatient,17,2025-10-11T03:27:07.123756,joined_queue,Ride1,4,,"{""ride_name"": ""Ride1"", ""queue_position"": 4}"
P050,impatient,23,2025-10-11T03:27:07.181141,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P050,impatient,58,2025-10-11T03:27:07.870340,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P050,impatient,100,2025-10-11T03:27:08.289352,departed,,,,"{""total_rides"": 2}"
P051,explorer,45,2025-10-11T03:27:07.549520,joined_queue,Ride2,6,,"{""ride_name"": ""Ride2"", ""queue_position"": 6}"
P051,explorer,56,2025-10-11T03:27:07.813776,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 56, ""ride_id"": ""Ride2"", ""queue_len"": 8, ""patience_at_leave"": 10}"
P051,explorer,87,2025-10-11T03:27:08.198025,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P051,explorer,130,2025-10-11T03:27:08.554283,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P052,adventurer,163,2025-10-11T03:27:08.822646,departed,,,,"{""total_rides"": 0}"
P053,family,61,2025-10-11T03:27:07.935046,joined_queue,Ride2,8,,"{""ride_name"": ""Ride2"", ""queue_position"": 8}"
P053,family,69,2025-10-11T03:27:08.058934,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 69, ""ride_id"": ""Ride2"", ""queue_len"": 7, ""patience_at_leave"": 10}"
P053,family,88,2025-10-11T03:27:08.202587,boarded_ride,Ride2,,7,"{""ride_name"": ""Ride2""}"
P053,family,130,2025-10-11T03:27:08.554527,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P053,family,133,2025-10-11T03:27:08.598736,joined_queue,Ride2,8,,"{""ride_name"": ""Ride2"", ""queue_position"": 8}"
P053,family,138,2025-10-11T03:27:08.673077,boarded_ride,Ride2,,7,"{""ride_name"": ""Ride2""}"
P053,family,180,2025-10-11T03:27:08.835367,joined_queue,Ride2,4,,"{""ride_name"": ""Ride2"", ""queue_position"": 4}"
P053,family,187,2025-10-11T03:27:08.842478,boarded_ride,Ride2,,7,"{""ride_name"": ""Ride2""}"
P054,impatient,120,2025-10-11T03:27:08.465032,departed,,,,"{""total_rides"": 0}"
P055,explorer,178,2025-10-11T03:27:08.833458,departed,,,,"{""total_rides"": 0}"
P056,adventurer,160,2025-10-11T03:27:08.817156,departed,,,,"{""total_rides"": 0}"
P058,impatient,37,2025-10-11T03:27:07.391122,departed,,,,"{""total_rides"": 0}"
P059,explorer,161,2025-10-11T03:27:08.818640,departed,,,,"{""total_rides"": 0}"
